Name,Rating,Rating Count,Department,Would Take Again %
Lisa Calfee,2.0,1,Biology,100.0
Scott Pearson,4.8,5,Health Science,100.0
Nancy Chick,4.5,1,English,
Matthew Lang,4.7,4,Engineering,100.0
Kate Juschenko,3.8,6,Mathematics,
Ralph Bruce,2.8,2,Engineering,
Piotr Kaszynski,3.3,3,Chemistry,
Rolanda Johnson,4.0,3,Women's Studies,
Jeremy Lecrone,3.6,5,Mathematics,
Deborah Hatton,1.0,2,Education,0.0
Gavin Price,3.6,4,Psychology,
Caner Koca,4.0,11,Mathematics,
Maureen May,5.0,1,Music,
Gregory Niemesh,4.5,3,Economics,
Alejandro Arango Vargas,1.5,6,Philosophy,50.0
Linda Nagle,0.0,0,Management,
Roza Aceska,2.0,6,Mathematics,
Karin Davidovich,5.0,3,Languages,100.0
Kenneth MacLeish,4.6,12,Anthropology,100.0
Arthur Carter,2.1,4,Religion,
Boston Woolfolk,5.0,2,Languages,
Bryan Lowe,4.6,11,Religion,86.0
Billy Adair,5.0,1,Music,
Brian Simanek,3.8,12,Mathematics,
Thomas Dabay,3.8,9,Philosophy,75.0
Carly Schall,4.2,3,Social Work,
Kamran Reihani,3.7,6,Mathematics,
Emily King,4.1,4,English,
Michiru Lowe,4.7,8,Asian Studies,100.0
Lucy Mensah,5.0,1,English,
Thomas Kephart,2.3,7,Physics,0.0
Cameron Browne,1.6,4,Mathematics,
Alejandro Molnar,2.2,26,Economics,100.0
William Otte,1.8,8,Computer Science,
Michael Lawson,3.8,24,Management,65.0
Jason Strudler,3.7,11,Languages,100.0
John Bradley,4.3,8,English,100.0
Tawn Albright,4.8,5,Management,
Jing Liu,5.0,13,Languages,100.0
Clara Mengolini,4.8,3,Languages,
Bennett Landman,4.3,7,Engineering,67.0
Mozhdeh Hamraie,4.5,2,Health Science,100.0
Abelardo Moncayo,4.3,7,Health Science,72.0
Steve Buckingham,4.5,3,Music,
Jeff Figwell,4.5,1,Philosophy,
Yago Antolin Pichel,3.4,14,Mathematics,
Luke Semrau,3.8,16,Philosophy,67.0
Russell Dunn,4.5,2,Engineering,100.0
Pietro Valdastri,4.5,1,Engineering,
Nancy Roche,4.2,15,English,67.0
Jeremy Wilson,5.0,1,Music,
Kristin Michelitch,4.0,6,Political Science,100.0
Andre Christie-Mizell,4.4,8,Sociology,
Matthew Moore,4.4,15,Mathematics,
Adam Ewing,4.5,2,History,
Joseph Murphy,4.8,6,Human Development,100.0
Amanda Buck,4.5,1,Engineering,
Killian Quigley,4.3,5,English,75.0
Arnaud Brothier,2.7,5,Mathematics,
David Michelson,3.7,3,Divinity,50.0
Ben Hayes,2.0,21,Mathematics,34.0
Richard Baker,1.5,7,Economics,
Joe Rodgers,3.7,23,Psychology,62.0
Helena Simonett,3.8,11,Music,
Rob Campany,2.1,10,Asian Studies,
Robbie Spivey,3.9,13,English,75.0
Colin Klaus,4.2,3,Mathematics,
Kathryn Klein,3.6,4,English,
Laura Birdsall,4.7,8,English,100.0
Riyaz Latif,3.3,14,Art History,100.0
Alexandr Kazda,3.1,7,Mathematics,
Hyunseung Oh,3.5,18,Economics,80.0
Diogenes Santos,4.0,1,Languages,
Carol Owen,0.0,0,Geology,
Edward Dawson,5.0,3,Languages,100.0
Clive Mentzel,4.3,4,Political Science,100.0
Timothy Foster,5.0,4,Languages,
Tatiana McInnis,4.5,2,English,100.0
Michelle Murray,4.8,5,Languages,100.0
Alexis McBride,4.5,3,Languages,
Kirsten Mendoza,5.0,5,English,100.0
Linda Beuscher,1.0,1,Nursing,
Kevin Kim,4.3,3,History,
Paulo Martinez,4.8,2,Philosophy,
Nancy Lin,4.0,2,Religion,
Marrie Lasater,5.0,1,Education,
Victor Falgas-Ravry,3.1,10,Mathematics,0.0
Kevin Murphy,3.4,7,Art History,60.0
Eun Heo,2.2,19,Economics,60.0
Lara Giordano,4.5,1,Philosophy,
Jens Meiler,3.2,4,Chemistry,0.0
Nicole Spigner,0.0,0,English,
Brian Lawson,4.0,1,Engineering,
Duco Jansen,4.8,6,Engineering,100.0
David Blackbourn,3.8,7,History,67.0
Maria Jorge,4.3,5,Biology,100.0
Darla Migan,1.0,1,Philosophy,
Shannon Franklin,0.0,0,Human Development,
Ray Lathrop,1.5,1,Engineering,
Stephanie Straub,3.8,2,English,100.0
Ganesh Sitaraman,0.0,0,Law,
Hanna Roman,4.0,1,Languages,
sidney fleischer,0.0,0,Biology,
David Cole,4.0,7,Mathematics,100.0
Gay Welch,2.5,1,Women's Studies,
Andrew Sale,4.2,14,Mathematics,80.0
Janet Macdonald,3.6,8,Chemistry,58.0
James Phelan,3.6,11,English,72.0
George Gaffney,3.6,14,Classics,67.0
Molly Jackman,4.5,1,Political Science,
Victor Falgas,2.8,3,Mathematics,
Geoffrey Adelsberg,3.5,2,Philosophy,
Donika  Ross,4.8,2,Women's Studies,
Amber Carlson,4.8,3,Philosophy,
Meagan Patrick,3.0,1,Geology,
Marcel Bischoff,4.0,1,Mathematics,100.0
Andrew Hom,3.0,1,Political Science,
Jessica Riviere,4.8,2,Languages,
Stacey Floyd-Thomas,0.0,0,Religion,
Claudia Rei,3.0,1,Economics,
J.Tyson Chatagnier,4.0,2,Political Science,
Kun Wang,3.8,20,Mathematics,64.0
Sam Corson,4.0,3,Mathematics,
Sahana Balasubramanya,3.9,7,Mathematics,86.0
Amy Kauppila,4.0,49,Engineering,80.0
Katherine Lazo,1.5,1,History,
John Wilson,4.1,5,Engineering,75.0
Azizeh (Amy) Yousefi,4.3,2,Engineering,
Caryn Tamber-Rosenau,4.0,11,Religion,86.0
Shannon Fyfe,5.0,3,Philosophy,100.0
Rachel Gould,2.9,10,English,25.0
Adam Burgos,4.0,1,Philosophy,
Aurora Romero,4.4,4,Languages,100.0
Jeffrey Shenton,1.7,6,Anthropology,0.0
Amita Rachakonda,3.1,22,Biology,57.0
Destiny Birdsong,4.8,2,English,100.0
Caterina Messina,4.8,4,Languages,100.0
Haerin Shin,5.0,7,English,100.0
Dianna Bell,4.4,4,Religion,100.0
Matt Kelley,0.0,0,Mechanical Engineering,
Jungmoo Woo,2.0,1,Political Science,
Melanie Adley,5.0,1,Women's Studies,100.0
Doug Edwards,4.0,11,Management,72.0
Leslie Reed,4.8,2,International Studies,
Corey Jones,4.0,6,Mathematics,100.0
Anjali Forber-Pratt,1.2,10,Human Development,13.0
Michael Myers,3.7,27,Engineering,100.0
Robert Davis,0.0,0,Chemistry,
Keegan Finberg,4.5,4,Literature,100.0
Alistair Sponsel,4.1,8,History,86.0
Alexandra Alekseyeva,3.8,6,Philosophy,80.0
Jamie Shenton,4.6,11,Women's Studies,100.0
Anita Disney,4.9,6,Psychology,100.0
Alexandra Sargent,4.3,2,Theater,100.0
Cassio de Oliveira,4.1,7,Languages,100.0
Cara Wilson,4.9,9,Languages,100.0
Max Baumkel,1.3,2,English,
Amy McKiernan,4.9,3,Philosophy,100.0
Naomi Tyler,3.7,3,Education,67.0
Brent Evans,4.2,3,Economics,84.0
Alyssa Lowery,4.4,10,Philosophy,100.0
Steven Townsend,4.5,56,Chemistry,100.0
Doug Perkins,0.0,0,Biology,
Virginia Scott,0.0,0,Select department,
Robert Jimenez,0.0,0,Education,
Melissa Gresalfi,0.0,0,Education,
Andrea Henrie,5.0,2,Education,100.0
Michelle Reising,2.0,1,Psychology,0.0
Susan Douglas,4.0,1,Psychology,100.0
Allison Bender,4.0,1,Psychology,100.0
Bryan Rooney,3.7,4,Political Science,50.0
Douglas Edwards,3.7,10,Management,80.0
Jacob Abell,5.0,3,Languages,100.0
Sharece Thrower,3.8,5,Political Science,80.0
Andrew Tomarken,4.9,11,Psychology,100.0
Akshya Saxena,4.6,7,English,86.0
Nathan Dize,5.0,2,Languages,100.0
Katherine Wesolek,4.8,9,Languages,100.0
Faith Barter,4.6,5,Women's Studies,100.0
Brandon Byrd,3.4,11,History,59.0
Katarina Turpeinen,5.0,3,Religion,67.0
Aysu Erdemir,2.5,2,Psychology,0.0
Kelsey Norris,5.0,1,English,100.0
Nicolas Bollen,0.0,0,Finance,100.0
Aubrey Porterfield,0.0,0,English,
William Petrie,3.5,2,Psychology,100.0
Melissa Skala,0.0,0,Biomedical,
William Easley,3.2,3,Finance,50.0
Yevgeniy Vorobeychik,5.0,1,Computer Science,100.0
Andrew Fredrickson,0.0,0,Economics,
Alicia Monroe,3.0,2,African-American Studies,50.0
Jose Sibaja,5.0,1,Music Performance,100.0
Carmela Hill-Burke,5.0,1,Philosophy,100.0
Madeleine Casad,4.5,2,Film,100.0
Bonnie Griffin,4.0,3,Languages,67.0
David Comber,3.0,1,Mechanical Engineering,100.0
Kenneth Galloway,5.0,1,Engineering,100.0
Wisarut Suwanprasert,3.0,6,Economics,67.0
Ronald Pitts,5.0,3,Biology,100.0
Kylie Korsnack,4.5,2,English,100.0
Piyali Bhattacharya,5.0,6,English,100.0
Jason Grissom,3.5,2,Human Development,50.0
Benjamin Tyndall,4.5,2,Sociology,100.0
Abby Broughton,3.5,2,International Studies,100.0
Alan Itkin,4.0,1,Languages,100.0
Caroline Beard,5.0,3,Languages,100.0
Miriam Erickson,3.5,2,History,50.0
Duane Watson,1.0,1,Psychology,40.0
Bryan Venters,0.0,0,Biomedical,
Bryan Beyer,5.0,1,Engineering,100.0
Sankaran Mahadevan,1.0,1,Engineering,0.0
Karen Blankenship,5.0,1,Education,100.0
Aleksandr Reznikov,0.0,0,Mathematics,
Ari Bryen,4.8,13,Classics,85.0
Yifat Crouvi,5.0,1,Jewish Studies,100.0
Carrie Jones,4.7,6,Neuroscience,75.0
Abigail Smith,5.0,1,Chemistry,100.0
Pushpita Chatterje,1.0,2,Computer Science,0.0
Jon Powles,3.0,2,Engineering,50.0
Rokeisha Bryant,3.5,2,Human Development,50.0
Pushpita Chatterjee,2.0,1,Computer Science,0.0
Caglar Uyanik,5.0,7,Mathematics,100.0
Tyler McLean,0.0,0,History,
James Steiger,0.0,0,History,
Christine Richter-Nilsson,5.0,5,Languages,100.0
Ryszard Wycisk,1.0,3,Engineering,0.0
Carolina Rodriguez,5.0,3,Languages,100.0
Gili Golan,2.9,9,Mathematics,45.0
William Hale,3.3,13,Sociology,65.0
Mario Crucini,1.5,2,Economics,0.0
Mary Zaborskis,5.0,3,Women's Studies,100.0
Gabriel Torres Colon,4.7,3,American Studies,100.0
Miklos Maroti,2.0,2,Computer Science,0.0
Alexandria Hadd,5.0,3,Psychology,100.0
Jack Noble,2.0,2,Engineering,50.0
Bowang Deng,5.0,7,Computer Science,100.0
Christopher Marsicano,5.0,2,Political Science,100.0
Suseela Somarajan,3.5,4,Physics,100.0
Yixiang Wu,3.8,12,Mathematics,92.0
Isaiah Speight,5.0,2,Chemistry,100.0
Torben Lutjen,4.7,7,Political Science,100.0
Mark Haslam,5.0,2,English,100.0
Curtis Byers,5.0,2,Engineering,100.0
Daniel Lebreton,4.9,11,Human Development,91.0
Robert McRae,2.5,15,Mathematics,47.0
Sean Seymore,1.0,1,Law,0.0
B. Andes Hess,0.0,0,Chemistry,
Hye You,5.0,2,Political Science,100.0
Charlie Geyer,4.7,7,Languages,86.0
Joseph Estes,4.3,3,Finance,100.0
Cheng Chu,4.4,12,Mathematics,92.0
Atlee Tyree,2.1,7,Human Development,13.0
Sarah Cook,0.0,0,History,
Zeeshan Samad,0.0,0,Economics,
Okyerema Ahima,0.0,0,Music Performance,
Zhenkai Zhang,5.0,3,Computer Science,75.0
Robert Marx,3.8,5,Human Development,60.0
Nathan Schley,5.0,6,Chemistry,86.0
Chenyun Luo,4.1,10,Mathematics,70.0
Carlos Batista,3.5,4,Engineering,50.0
Nicole Creanza,4.0,2,Biology,100.0
TJ Cienki,4.5,4,English,75.0
Matthew Haulmark,3.5,11,Mathematics,73.0
Borislav Ivanov,0.0,0,Chemistry,
Cara Bailey,0.0,0,Languages,
Erin Barton,0.0,0,Education,
Madelin Parsley,5.0,1,English,100.0
Soomin Kim,0.0,0,English,
Rolen Larry,4.3,4,Mathematics,100.0
Matthew Berger,3.3,3,Computer Science,60.0
Hanna Gunn,5.0,1,Philosophy,100.0
Philip Woodlief,4.3,3,Business,100.0
Brandyn Churchill,5.0,1,Economics,100.0
Kathryn Humphreys,4.7,3,Psychology,100.0
Rebecca Sappington-Calkins,5.0,2,Neuroscience,100.0
John Shakespear,5.0,1,English,100.0
Winston McCleery,4.2,5,Physics,80.0
Yinghui Guo,0.0,0,Languages,100.0
Ann Tate,5.0,1,Biology,100.0
Hunter Schmidt,4.2,5,Management,80.0
Kelley Durkin,5.0,2,Psychology,100.0
Jennifer Ledford,4.0,1,Education,100.0
Bradley Gorski,5.0,2,Languages,100.0
Kerry Oliver,4.0,1,Business,100.0
Sara Safransky,4.5,2,Human Development,75.0
David Laird,2.4,8,Human Development,25.0
Irina Denischenko,4.3,3,International Studies,100.0
Larry Bartels,1.0,1,Political Science,0.0
Aggie Read,0.0,0,Nursing,100.0
Amanda Lehr,5.0,2,English,100.0
Emanuelle Oliveira-Monte,4.0,1,International Studies,100.0
Kelley Fenelon,5.0,1,Human Development,100.0
Charrise Hollingsworth,5.0,1,Human Development,100.0
Tanushree Sarkar,5.0,1,Human Development,100.0
Neica Murray,5.0,2,International Studies,100.0
Andrea Lopez,3.0,2,Languages,50.0
Jason Vincze,0.0,0,Economics,
Garrett Tate,3.7,10,Geology,50.0
Heeryoon Shin,4.7,11,Art History,92.0
Connie Wang,4.0,2,Philosophy,50.0
Susan Andrews,3.0,2,Nursing,50.0
Jordan Nikkel,0.0,0,Mathematics,
Kira Braham,4.0,1,English,100.0
Shannon Cole,0.0,0,Nursing,
Kristine Potter,4.5,2,Art,50.0
Matthew Shaw,4.0,2,Human Development,50.0
Kim Bohyeong,4.3,3,Communication,100.0
Fiacha Heneghan,0.0,0,Philosophy,
Lauren Gaydosh,4.0,5,Medicine,80.0
Brenda McKenzie,0.0,0,Women's Studies,
theodore towse,0.0,0,Physical Education,
Shari Shaneyfelt,0.0,0,History,
Alexandra Blau,4.5,2,Art,100.0
Maria Campos-Pons,0.0,0,Art,
Amy Dorfman,0.0,0,Music Performance,
Chris Purcell,3.0,2,Human Development,0.0
Sara Mayeux,4.0,1,Law,100.0
Jeffrey Schoenblum,3.0,1,Law,0.0
Lauren Rogal,2.0,1,Law,0.0
Edmund Sauer,3.0,1,Law,0.0
Timothy Meyer,3.0,1,Law,100.0
Teresa Sebastian,1.0,1,Law,0.0
Yesha Yadav,0.0,0,Law,
Mary Karpos,0.0,0,Criminal Justice,
John (Tony) Capra,5.0,3,Biology,100.0
Shaun Dougherty,5.0,1,Human Development,100.0
Misha Inniss-Thompson,5.0,1,Human Development,100.0
Clifford Anderson,3.0,2,Computer Science,50.0
Tyler Nelson,5.0,1,Music Performance,100.0
John Beck,2.3,4,Computer Science,20.0
Ashley Carse,0.0,0,Human Development,100.0
Jochen Weirich,0.0,0,Art History,
Sayeh Nikpay,5.0,1,Economics,100.0
Ryan Corser,1.8,5,Business,0.0
Joanna Currey,5.0,3,English,100.0
Paige Skiba,0.0,0,Economics,
Lori Ferranti,5.0,1,Engineering,100.0
Danielle Dorvil,5.0,1,Languages,100.0
Gyane Ahima,5.0,1,Music,100.0
Lauren Ruth,4.5,2,Mathematics,100.0
Joe Bandy,5.0,1,Sociology,100.0
Saydolimkhon Agzamkhodjaev,5.0,2,Human Development,100.0
Christy Erving,5.0,7,Sociology,100.0
Sheba Karim,5.0,6,English,100.0
Alexandra Da Fonte,1.0,1,Education,0.0
Clarence Stauffer,5.0,1,American Studies,100.0
Suzanne Sutton,0.0,0,Chemistry,
Ishan Ishan,5.0,2,Mathematics,100.0
Gary Jaeger,3.1,23,Philosophy,32.0
Jules White,4.4,4,Computer Science,100.0
Jeffrey Blume,0.0,0,Science,
Elizabeth Dykens,4.5,4,Psychology,100.0
Bradley Daugherty,5.0,1,Religion,100.0
Matt Leon,5.0,1,Computer Science,100.0
Ipek Oguz,4.2,5,Computer Science,84.0
Robin Fountain,0.0,0,Music,
Cory DeLone,0.0,0,Philosophy,
Lucia Plant,4.0,4,Biology,80.0
Daniel Romero Suarez,5.0,3,Languages,100.0
Cydnee Devereaux,4.3,4,English,50.0
Alice Leach,5.0,2,Science,100.0
Andre Ramos Chacon,0.0,0,Languages,
Amy Hill,0.0,0,International Studies,
Carla Diaz,5.0,2,English,100.0
Lauren Brown,0.0,0,Health Science,
Brooke Ackerley,0.0,0,Women's Studies,0.0
Sean Corcoran,5.0,1,Education,100.0
Laura Booker,5.0,1,Management,100.0
Cain Edie-Michell,4.2,11,Mathematics,100.0
Lynn Enterline,4.0,39,English,97.0
Tasha Rijke-Epstein,4.8,9,History,100.0
John Ratcliffe,4.0,11,Mathematics,75.0
Mikail Rubinov,4.0,2,Engineering,100.0
Ariell Zimran,2.8,8,Economics,59.0
Ioana Suvaina,4.0,22,Mathematics,50.0
Frank Wagner,4.6,9,Mathematics,89.0
Raisa Rexer,4.8,4,Languages,100.0
Sophie Bjork-James,5.0,4,Anthropology,100.0
Danielle Picard,5.0,3,History,100.0
Derek Griffith,4.8,5,Medicine,100.0
David Diehl,4.4,7,Business,91.0
Heather Smith,2.5,2,Human Development,100.0
Nathalie Debrauwere-Miller,4.3,10,Languages,100.0
Lori Troxel,4.2,35,Engineering,67.0
Meghan McGinley,5.0,2,Languages,100.0
Anita Wager,5.0,1,Education,100.0
Jeff Rathmell,0.0,0,Biology,
David Price,4.0,2,Religion,100.0
Dennis Houchin,0.0,0,Engineering,
John Donovan,0.0,0,Art,
Caroline Williams,0.0,0,Health Science,
Aaron Daniel,0.0,0,Biology,
Lillian Gaeto,0.0,0,Economics,
Yucheng Tang,5.0,1,Computer Science,100.0
Sarah Gast,0.0,0,Nursing,
Qi Xu,0.0,0,Economics,
Emma Elliott,0.0,0,Education,
Grady Phelps,0.0,0,Criminal Justice,
Felix Wang,5.0,1,Music,100.0
Antonia Kaczkurkin,2.4,5,Psychology,58.0
Patricia Russ,3.8,4,Biomedical,75.0
Victoria Gardner,4.3,38,Languages,94.0
Matthew Dietrich,5.0,2,Mathematics,100.0
Ur Barzel,5.0,2,Human Development,100.0
Justin Quarry,4.3,30,English,89.0
Robert Talisse,4.0,25,Philosophy,88.0
Judd Smith,0.0,0,Nursing,
Lynn Hayes,5.0,1,Education,75.0
Aimi Hamraie,5.0,1,Anthropology,100.0
Mark Ratchford,3.2,10,Business,64.0
Larry Schumaker,4.0,8,Mathematics,67.0
Sarah Fluker,5.0,2,Languages,100.0
John Wikswo,2.5,6,Engineering,50.0
Emelyne Bingham,4.5,11,Music,89.0
Sean Polyn,3.7,13,Psychology,75.0
Phillip Ackerman-Lieberman,3.1,7,Jewish Studies,60.0
Roger Moore,4.6,29,English,100.0
Emily Pendergrass,5.0,2,Education,100.0
Courtney Mullane,4.8,4,Human Development,100.0
Yuankai Tao,5.0,2,Engineering,100.0
Glenn Webb,3.9,23,Mathematics,67.0
Earl Fitz,4.5,2,Languages,100.0
Shusen Pu,4.7,6,Mathematics,95.0
Alexander Cameron,4.8,6,Mathematics,84.0
David Ernst,3.0,2,Physics,50.0
Michaela Mattes,4.2,9,Political Science,0.0
Helmut Smith,4.2,27,History,89.0
Ruth Hill,4.7,3,Languages,100.0
Hector Myers,3.0,9,Health Science,43.0
Sarah Tyson,4.7,12,Philosophy,0.0
Alexander Lambrow,5.0,1,Languages,100.0
Teresa Goddu,4.1,27,English,89.0
Melanie Lowe,4.5,27,Music,100.0
Gerald Figal,4.3,19,History,84.0
Mariano Sana,4.0,25,Sociology,85.0
Brenton Kenkel,4.2,10,Political Science,100.0
Alfredo Gurrola,4.6,9,Physics,86.0
Nabil Simaan,2.1,14,Engineering,50.0
Kevin Galloway,0.0,0,Mechanical Engineering,
Paul Deakin,3.7,20,Music,78.0
Elizabeth Moodey,3.7,24,Art History,100.0
Joshua Salazar,5.0,2,Music,100.0
Ben Eden,1.0,2,Economics,0.0
Robert Driskill,2.4,44,Economics,24.0
Valerie Guenst,4.3,5,Biomedical,80.0
Teresa Dunleavy,3.0,1,Education,100.0
Caroline Randall Williams,5.0,4,Humanities,100.0
Victoria Greene,3.6,14,Physics,67.0
Frank Wcislo,3.8,29,History,100.0
Lauren Clay,4.3,13,History,100.0
Matthew Congdon,4.5,13,Philosophy,89.0
Jeff Bennett,4.6,5,Communication,84.0
Quan Wen,3.2,16,Economics,
Karl Zelik,4.3,5,Engineering,100.0
David Johnson,5.0,7,Languages,100.0
John Koch,4.5,4,Communication,100.0
Latonya Trotter,4.0,18,Sociology,80.0
Eve Rifkin,4.0,1,Education,100.0
Sophia Click,0.0,0,Chemistry,
Robert Bodenheimer,2.3,10,Computer Science,100.0
Margaret Kelly,4.5,2,Languages,100.0
William Evans,1.7,7,Engineering,0.0
Gary Kimball,4.2,27,Management,100.0
Kevin Huang,2.7,14,Economics,0.0
Sonya Sterba,3.7,14,Psychology,65.0
Daniela D'Eugenio,5.0,7,Languages,100.0
Anthony Reed,5.0,4,English,100.0
Yuankai Huo,5.0,2,Engineering,100.0
Deyu Li,3.4,4,Engineering,100.0
Moses Ochonu,3.2,22,History,50.0
Edward Wright-Rios,4.0,10,History,100.0
Thomas Withrow,4.4,8,Engineering,100.0
Jeremiah Palmer,5.0,1,Human Development,100.0
Letizia Modena,5.0,3,Languages,100.0
Anthere Nzabatsinda,3.0,24,Languages,50.0
Leon Bellan,2.5,13,Engineering,54.0
William Robinson,2.6,22,Engineering,55.0
Kelly Slay,0.0,0,Human Development,
Mazalit Haim,5.0,3,Jewish Studies,100.0
Philip Pettis,5.0,1,Sociology,100.0
Brother Bari,5.0,1,African-American Studies,100.0
Andres Zamora,4.8,12,Languages,100.0
Karen de Melo,2.0,1,Languages,0.0
Akram Aldroubi,4.2,42,Mathematics,96.0
Patrick Murphy,4.9,57,Languages,100.0
Kenneth Pence,3.9,27,Engineering,77.0
Lesley Turner,3.0,4,Economics,25.0
Denise Due,3.4,50,Science,47.0
Jo-Anne Bachorowski,3.3,33,Psychology,75.0
Jeffrey Schall,3.7,12,Psychology,45.0
Keith Kitchen,4.2,13,Classics,100.0
Rebecca Vandiver,3.8,16,Art History,82.0
Mireille Lee,3.6,19,Art History,63.0
Lorraine Catanzaro,4.7,48,Languages,94.0
Matthew Walker,2.5,4,Engineering,50.0
Lucius Outlaw,2.7,19,Philosophy,39.0
Christina Karageorgou,3.0,21,Languages,80.0
Xianmin Liu,3.9,23,Languages,100.0
Jose Cardenas Bunsen,4.7,8,Languages,100.0
Zdravka Tzankova,4.8,19,Sociology,100.0
John Warren,4.4,15,Fine Arts,75.0
Jana Harper,4.6,7,Fine Arts,100.0
Sahar Sajadieh,1.0,1,Film,0.0
Peter Haslag,4.2,12,Business,80.0
Tony Earley,2.8,15,English,100.0
Carlos Amado,4.7,3,Languages,100.0
Kathleen McKiernan,2.9,14,Economics,60.0
Linda Hutchison,3.9,132,Mathematics,62.0
Rory Dicker,2.0,1,Women's Studies,50.0
Holly Longair,5.0,1,Philosophy,100.0
Craig Duvall,2.1,11,Engineering,13.0
Heather Fedesco,5.0,2,Human Development,100.0
Ryan Balch,5.0,7,Human Development,100.0
Mark Schoenfield,4.6,18,English,84.0
Kendal Broadie,3.8,89,Biology,69.0
Rena Robinson,2.7,13,Chemistry,65.0
Christopher Johns,4.4,23,Art History,100.0
Stephen Ornes,4.4,5,Communication,92.0
Jorge Román-Aponte,1.8,9,Mathematics,0.0
Rita Gunn,4.6,8,Business,100.0
Susan Kevra,3.8,41,Languages,75.0
Courtney Peterson,3.3,4,Medicine,67.0
Peter Lake,3.0,7,History,0.0
David Vassallo,0.0,0,Chemistry,
Luis Lopez Gonzalez,4.6,8,Languages,91.0
Odie Lindsey,4.2,9,English,84.0
Rita Gunn,3.7,3,Accounting,80.0
Thea Autry,3.0,2,English,34.0
Emily Greble,5.0,12,History,100.0
Alexis Wells,5.0,4,African-American Studies,100.0
Bianca Manago,4.8,5,Sociology,100.0
Amanda Clayton,4.4,13,Political Science,93.0
Tara McKay,4.3,7,Sociology,67.0
Jeongoh Kim,3.4,10,English,100.0
Mitchell Korn,4.9,10,Music,100.0
S Kelner,4.7,21,Sociology,100.0
Steve Goodbred,4.3,44,Geology,88.0
Maria Pintane,3.9,28,Languages,100.0
Markus Eberl,3.6,26,Anthropology,54.0
Juleigh Petty,4.2,17,Medicine,91.0
Elizabeth Covington,4.8,31,English,100.0
Jonathan Gilligan,4.4,34,Geology,100.0
Scott Juengel,4.6,9,English,100.0
Catherine Chang,0.0,0,Computer Science,100.0
Daniel Balasubramanian,4.4,9,Computer Science,93.0
Brian Beach,4.4,5,Economics,100.0
Peter Adrid,4.3,4,Chemistry,100.0
Jennifer Dunbar,4.9,11,Psychology,100.0
Lloyd Massengill,3.5,3,Engineering,0.0
David Chan,5.0,1,Mathematics,100.0
Frederick Sienkiewicz,5.0,2,Music,100.0
Isabel Gauthier,2.5,83,Psychology,28.0
Michael Slayton,4.3,13,Music,100.0
Sumati Thareja,2.0,3,Mathematics,0.0
Denis Zhernokleyev,4.5,17,Languages,96.0
Carolina Palacios,3.5,19,Languages,80.0
Hunter Land,4.6,8,Accounting,100.0
Vicki Harris,4.3,20,Psychology,93.0
Elsa Filosa,4.4,26,Languages,100.0
Anita Mahadevan-Jansen,4.0,20,Engineering,100.0
Adam Anderson,5.0,2,Biomedical,100.0
Andrew Dustan,4.5,6,Economics,88.0
Idit Dobbs-Weinstein,2.7,19,Philosophy,67.0
Amy Levine,0.0,0,Divinity,
Eric Spivey,4.0,1,Engineering,100.0
Kelsey Hatzell,3.7,10,Mechanical Engineering,73.0
Graham Reside,5.0,1,Religion,100.0
William Holmes,1.8,24,Physics,21.0
