Name,Rating,Rating Count,Department,Would Take Again %
Ken Debelak,2.4,5 ratings,Engineering,0%
Joanna Pressley,3.4,8 ratings,Mathematics,N/A
David Merryman,4.1,14 ratings,Engineering,100%
Marcio Bahia,4.9,14 ratings,Languages,100%
Matjaz Konvalinka,2.5,1 ratings,Mathematics,N/A
Zeynep Somer-Topcu,3.8,13 ratings,Political Science,100%
Abhijit Barman,5.0,1 ratings,Engineering,N/A
Mark Peter,3.5,3 ratings,Philosophy,N/A
Katherine Donato,4.5,1 ratings,Sociology,N/A
Dongping Huang,1.0,1 ratings,Mathematics,N/A
Terra Dailey,0.0,0 ratings,Management,N/A
Camille Sutton,4.8,6 ratings,Languages,N/A
Julian Ledford,4.9,6 ratings,Languages,N/A
Natalie Cisneros,2.9,8 ratings,Philosophy,N/A
Jerry Kimbrough,5.0,1 ratings,Music,N/A
Rufus Willett,3.8,6 ratings,Mathematics,N/A
Jason Parker,0.0,0 ratings,Languages,N/A
Grace Hernandez,0.0,0 ratings,Classics,N/A
Jonathan Rattner,4.1,20 ratings,Film,100%
Denise Callejas,4.5,5 ratings,Languages,N/A
Elizabeth Edenberg,4.7,3 ratings,Philosophy,N/A
David Mora,4.4,10 ratings,Languages,N/A
Qiyu Sun,2.0,1 ratings,Mathematics,N/A
Luke Froeb,5.0,1 ratings,Economics,N/A
Wade Ostrowski,4.8,2 ratings,English,N/A
Rosie Seagraves,4.2,9 ratings,Languages,N/A
Rachel Early,3.8,4 ratings,Languages,N/A
David Gray,5.0,1 ratings,Philosophy,N/A
Stacy Hoehn,5.0,1 ratings,Mathematics,N/A
Thomas Hagelbroek,2.0,1 ratings,Mathematics,N/A
LU Sun,4.5,4 ratings,History,100%
Allison McGuire,3.1,20 ratings,Human Development,N/A
Susan Hansen,0.0,0 ratings,Philosophy,N/A
Wai Suen,4.5,7 ratings,Philosophy,N/A
Norman Whitman,4.6,11 ratings,Philosophy,N/A
Christopher Davies,5.0,15 ratings,Philosophy,100%
Christopher Wells,4.4,13 ratings,Philosophy,100%
Terry Griffith,0.0,0 ratings,Human Development,N/A
Fahad Al-Shehri,3.7,3 ratings,Languages,N/A
Greg Stielstra,0.0,0 ratings,Marketing,N/A
Richard Burstein,1.5,4 ratings,Mathematics,N/A
Tyson Brown,3.8,3 ratings,Sociology,N/A
Jill Fisher,3.0,2 ratings,Medicine,N/A
Yasuko Shiomi,4.8,3 ratings,Languages,N/A
Max Goldman,4.2,14 ratings,Classics,100%
Stephanie Pruitt,5.0,7 ratings,English,N/A
Suzanne Globetti,4.9,25 ratings,Political Science,100%
Michael Brodrick,5.0,2 ratings,Philosophy,N/A
Rebecca Chapman,4.8,17 ratings,English,100%
Douglas McMahon,3.8,3 ratings,Biology,100%
Scott Guelcher,3.1,6 ratings,Engineering,N/A
Sarah Glynn,0.0,0 ratings,Sociology,N/A
Deanna Matheuszik,1.0,1 ratings,History,N/A
Matthew Tyska,0.0,0 ratings,Biomedical,N/A
Charles Sentell,5.0,1 ratings,Philosophy,N/A
Charlotte Hagood,0.0,0 ratings,English,N/A
Jim Lowe,1.0,1 ratings,Chemistry,N/A
Deborah Tobey,2.8,8 ratings,Human Development,60%
Yollette Jones,3.2,7 ratings,History,50%
Stephanie Higgs,4.4,7 ratings,English,100%
Michael Johnson,4.9,8 ratings,Classics,N/A
April Stevens,4.8,5 ratings,Languages,N/A
Dave Stacey,3.9,18 ratings,Finance,91%
Basak Gurel,3.8,4 ratings,Mathematics,N/A
Andrew Daughety,0.0,0 ratings,Economics,N/A
Amanda Lowery,3.4,7 ratings,Engineering,100%
Rena Malkofsky-Berger,5.0,1 ratings,Education,N/A
Valeria Sergueenkova,2.8,4 ratings,Classics,N/A
Matt Stratton,4.5,6 ratings,Theater,67%
Noam Maggor,4.7,7 ratings,Economics,N/A
Kenneth Shriver,2.5,1 ratings,Physics,N/A
Nathan Bertsch,4.0,1 ratings,Mathematics,N/A
Mazita Tahir,4.8,21 ratings,Engineering,89%
Peter Hudson,3.8,6 ratings,History,N/A
Monique Lyle,3.1,6 ratings,Political Science,N/A
Bethany Packard,5.0,3 ratings,English,N/A
Joshua Beall,3.6,5 ratings,English,N/A
Gennadi Kasparov,3.8,2 ratings,Mathematics,100%
Randolph Blake,4.8,4 ratings,Psychology,100%
Steve Pate,4.8,4 ratings,Management,N/A
Samira Sheikh,3.5,15 ratings,History,73%
Dawn Iacobucci,2.5,5 ratings,Marketing,N/A
Mark McDonald,5.0,1 ratings,Engineering,100%
Rebecca Donaldson,5.0,3 ratings,History,N/A
Yariv Fadlon,4.2,8 ratings,Economics,N/A
Jamie Butler,2.1,5 ratings,Languages,N/A
Jamey Young,4.0,3 ratings,Engineering,N/A
James Fraser,4.1,10 ratings,Human Development,50%
Garrett Bredeson,4.8,2 ratings,Philosophy,N/A
Chad Abushanab,4.0,3 ratings,English,N/A
Elizabeth Catania,3.7,11 ratings,Neuroscience,86%
Chie Furukawa,5.0,2 ratings,Languages,100%
Alonso Varo Varo,4.9,5 ratings,Languages,N/A
Nick Boatman,2.0,1 ratings,Mathematics,N/A
Georgi Kapitanov,4.5,2 ratings,Mathematics,N/A
Brian Rose,0.0,0 ratings,Education,N/A
Christian Sawyer,5.0,1 ratings,Education,N/A
Paul Guidone,3.0,1 ratings,Finance,N/A
Trica Keaton,4.1,6 ratings,African-American Studies,100%
Alex Spektor,4.9,4 ratings,Languages,N/A
Stanley Thangaraj,4.3,9 ratings,Sociology,100%
Lisa Guenther,4.5,6 ratings,Philosophy,100%
Bob Isherwood,4.4,4 ratings,Management,N/A
Stuart Garber,4.1,28 ratings,Accounting,92%
Michelle Shepherd,5.0,2 ratings,Languages,N/A
Corey Bower,4.0,1 ratings,Human Development,N/A
Torin Monahan,4.0,1 ratings,Human Development,N/A
Roxane Pajoul,4.9,4 ratings,Languages,N/A
Jesse Ehrenfeld,0.0,0 ratings,Medicine,N/A
Camila Delaney,4.0,1 ratings,Languages,N/A
Ari Joskowicz,4.5,11 ratings,History,100%
Adam Grener,4.8,10 ratings,English,N/A
Amy Bull,0.0,0 ratings,Nursing,N/A
Larry Hamm,1.9,5 ratings,Computer Science,N/A
Mary Leah Lowe,4.6,8 ratings,Theater,100%
William Turner,0.0,0 ratings,Human Development,N/A
Steve Hoffler,0.0,0 ratings,Not Specified,N/A
Remi Coulon,4.0,17 ratings,Mathematics,N/A
Michael Goff,1.9,5 ratings,Mathematics,N/A
Jerome Brillaud,5.0,2 ratings,Languages,N/A
Ilya Krishtal,3.0,1 ratings,Mathematics,0%
Dan Fang,3.9,4 ratings,English,N/A
Belkis Barrios,4.3,6 ratings,Languages,100%
Gabrielle Strouse,1.0,1 ratings,Psychology,N/A
Chris Pexa,4.5,1 ratings,English,N/A
Linda Zhang,5.0,3 ratings,Biomedical,N/A
Timothy Ferguson,3.4,4 ratings,Mathematics,N/A
Donna Webb,5.0,1 ratings,Biology,N/A
Sandra Barnes,2.3,13 ratings,Human Development,100%
Antoinette Sutto,2.3,2 ratings,History,N/A
John Bunce,4.8,2 ratings,Anthropology,N/A
Rachel Donaldson,4.8,6 ratings,American Studies,N/A
Emily Shahan,5.0,1 ratings,Education,N/A
Daniel Loveless,4.6,5 ratings,Engineering,N/A
Xuemei Chen,5.0,1 ratings,Mathematics,N/A
Peter Savelyev,3.9,7 ratings,Economics,100%
Evan Ward,4.5,1 ratings,Languages,N/A
Neil Butt,3.3,6 ratings,Communication,50%
Karin Whitehouse,3.5,1 ratings,Languages,N/A
Seth Smith,4.5,1 ratings,Physics,N/A
Charles Bowie,4.0,1 ratings,English,N/A
Andrew Hines,4.4,15 ratings,English,88%
Kris Preacher,3.4,7 ratings,Psychology,100%
Adam Miller,3.6,7 ratings,English,100%
Janey Camp,0.0,0 ratings,Engineering,N/A
David Furbish,3.0,2 ratings,Geomorphology & Geochronology,50%
Patricia Kelly,2.8,11 ratings,Economics,N/A
Erin Rericha,3.7,20 ratings,Physics,75%
Erin Pellarin,5.0,1 ratings,English,N/A
Carrie Masten,3.3,7 ratings,Human Development,N/A
Tom Dillehay,2.3,4 ratings,Anthropology,N/A
Sarah Kornfield,3.8,5 ratings,Communication,N/A
David Rubin,5.0,1 ratings,Women's Studies,N/A
Jennifer Fay,4.4,4 ratings,Film,50%
Roberta Steiner,3.0,5 ratings,Not Specified,N/A
Matthew Springer,4.6,10 ratings,Human Development,100%
Alana Alvarez,4.8,3 ratings,Languages,N/A
Paul Seguin,0.0,0 ratings,Finance,N/A
Ellen Goldring,1.0,1 ratings,Education,N/A
Anne Miller,1.0,1 ratings,Nursing,N/A
Freddy Dominguez,5.0,1 ratings,History,N/A
Adib Mahmud,5.0,1 ratings,Languages,N/A
Tiffany Hodge,4.5,1 ratings,Humanities,N/A
Emily Marshall,4.9,6 ratings,Mathematics,N/A
Seth Mayne,2.3,3 ratings,Philosophy,N/A
Chance Woods,3.7,21 ratings,English,71%
Brian Fox,4.9,7 ratings,Marketing,N/A
Curt Kent,3.1,5 ratings,Mathematics,N/A
Jacob Peabody,2.0,1 ratings,Mathematics,N/A
Lana Allen,1.0,1 ratings,Philosophy,N/A
Matthew Smedberg,2.0,2 ratings,Mathematics,N/A
Lisa Calfee,2.0,1 ratings,Biology,100%
Scott Pearson,4.8,5 ratings,Health Science,100%
Nancy Chick,4.5,1 ratings,English,N/A
Matthew Lang,4.7,4 ratings,Engineering,100%
Kate Juschenko,3.8,6 ratings,Mathematics,N/A
Ralph Bruce,2.8,2 ratings,Engineering,N/A
Piotr Kaszynski,3.3,3 ratings,Chemistry,N/A
Rolanda Johnson,4.0,3 ratings,Women's Studies,N/A
Jeremy Lecrone,3.6,5 ratings,Mathematics,N/A
Deborah Hatton,1.0,2 ratings,Education,0%
Gavin Price,3.6,4 ratings,Psychology,N/A
Caner Koca,4.0,11 ratings,Mathematics,N/A
Maureen May,5.0,1 ratings,Music,N/A
Gregory Niemesh,4.5,3 ratings,Economics,N/A
Alejandro Arango Vargas,1.5,6 ratings,Philosophy,50%
Linda Nagle,0.0,0 ratings,Management,N/A
Roza Aceska,2.0,6 ratings,Mathematics,N/A
Karin Davidovich,5.0,3 ratings,Languages,100%
Kenneth MacLeish,4.6,12 ratings,Anthropology,100%
Arthur Carter,2.1,4 ratings,Religion,N/A
Boston Woolfolk,5.0,2 ratings,Languages,N/A
Bryan Lowe,4.6,11 ratings,Religion,86%
Billy Adair,5.0,1 ratings,Music,N/A
Brian Simanek,3.8,12 ratings,Mathematics,N/A
Thomas Dabay,3.8,9 ratings,Philosophy,75%
Carly Schall,4.2,3 ratings,Social Work,N/A
Kamran Reihani,3.7,6 ratings,Mathematics,N/A
Emily King,4.1,4 ratings,English,N/A
Michiru Lowe,4.7,8 ratings,Asian Studies,100%
Lucy Mensah,5.0,1 ratings,English,N/A
Thomas Kephart,2.3,7 ratings,Physics,0%
Cameron Browne,1.6,4 ratings,Mathematics,N/A
Alejandro Molnar,2.2,26 ratings,Economics,100%
William Otte,1.8,8 ratings,Computer Science,N/A
Michael Lawson,3.8,24 ratings,Management,65%
Jason Strudler,3.7,11 ratings,Languages,100%
John Bradley,4.3,8 ratings,English,100%
Tawn Albright,4.8,5 ratings,Management,N/A
Jing Liu,5.0,13 ratings,Languages,100%
Clara Mengolini,4.8,3 ratings,Languages,N/A
Bennett Landman,4.3,7 ratings,Engineering,67%
Mozhdeh Hamraie,4.5,2 ratings,Health Science,100%
Abelardo Moncayo,4.3,7 ratings,Health Science,72%
Steve Buckingham,4.5,3 ratings,Music,N/A
Jeff Figwell,4.5,1 ratings,Philosophy,N/A
Yago Antolin Pichel,3.4,14 ratings,Mathematics,N/A
Luke Semrau,3.8,16 ratings,Philosophy,67%
Russell Dunn,4.5,2 ratings,Engineering,100%
Pietro Valdastri,4.5,1 ratings,Engineering,N/A
Nancy Roche,4.2,15 ratings,English,67%
Jeremy Wilson,5.0,1 ratings,Music,N/A
Kristin Michelitch,4.0,6 ratings,Political Science,100%
Andre Christie-Mizell,4.4,8 ratings,Sociology,N/A
Matthew Moore,4.4,15 ratings,Mathematics,N/A
Adam Ewing,4.5,2 ratings,History,N/A
Joseph Murphy,4.8,6 ratings,Human Development,100%
Amanda Buck,4.5,1 ratings,Engineering,N/A
Killian Quigley,4.3,5 ratings,English,75%
Arnaud Brothier,2.7,5 ratings,Mathematics,N/A
David Michelson,3.7,3 ratings,Divinity,50%
Ben Hayes,2.0,21 ratings,Mathematics,34%
Richard Baker,1.5,7 ratings,Economics,N/A
Joe Rodgers,3.7,23 ratings,Psychology,62%
Helena Simonett,3.8,11 ratings,Music,N/A
Rob Campany,2.1,10 ratings,Asian Studies,N/A
Robbie Spivey,3.9,13 ratings,English,75%
Colin Klaus,4.2,3 ratings,Mathematics,N/A
Kathryn Klein,3.6,4 ratings,English,N/A
Laura Birdsall,4.7,8 ratings,English,100%
Riyaz Latif,3.3,14 ratings,Art History,100%
Alexandr Kazda,3.1,7 ratings,Mathematics,N/A
Hyunseung Oh,3.5,18 ratings,Economics,80%
Diogenes Santos,4.0,1 ratings,Languages,N/A
Carol Owen,0.0,0 ratings,Geology,N/A
Edward Dawson,5.0,3 ratings,Languages,100%
Clive Mentzel,4.3,4 ratings,Political Science,100%
Timothy Foster,5.0,4 ratings,Languages,N/A
Tatiana McInnis,4.5,2 ratings,English,100%
Michelle Murray,4.8,5 ratings,Languages,100%
Alexis McBride,4.5,3 ratings,Languages,N/A
Kirsten Mendoza,5.0,5 ratings,English,100%
Linda Beuscher,1.0,1 ratings,Nursing,N/A
Kevin Kim,4.3,3 ratings,History,N/A
Paulo Martinez,4.8,2 ratings,Philosophy,N/A
Nancy Lin,4.0,2 ratings,Religion,N/A
Marrie Lasater,5.0,1 ratings,Education,N/A
Victor Falgas-Ravry,3.1,10 ratings,Mathematics,0%
Kevin Murphy,3.4,7 ratings,Art History,60%
Eun Heo,2.2,19 ratings,Economics,60%
Lara Giordano,4.5,1 ratings,Philosophy,N/A
Jens Meiler,3.2,4 ratings,Chemistry,0%
Nicole Spigner,0.0,0 ratings,English,N/A
Brian Lawson,4.0,1 ratings,Engineering,N/A
Duco Jansen,4.8,6 ratings,Engineering,100%
David Blackbourn,3.8,7 ratings,History,67%
Maria Jorge,4.3,5 ratings,Biology,100%
Darla Migan,1.0,1 ratings,Philosophy,N/A
Shannon Franklin,0.0,0 ratings,Human Development,N/A
Ray Lathrop,1.5,1 ratings,Engineering,N/A
Stephanie Straub,3.8,2 ratings,English,100%
Ganesh Sitaraman,0.0,0 ratings,Law,N/A
Hanna Roman,4.0,1 ratings,Languages,N/A
sidney fleischer,0.0,0 ratings,Biology,N/A
David Cole,4.0,7 ratings,Mathematics,100%
Gay Welch,2.5,1 ratings,Women's Studies,N/A
Andrew Sale,4.2,14 ratings,Mathematics,80%
Janet Macdonald,3.6,8 ratings,Chemistry,58%
James Phelan,3.6,11 ratings,English,72%
George Gaffney,3.6,14 ratings,Classics,67%
Molly Jackman,4.5,1 ratings,Political Science,N/A
Victor Falgas,2.8,3 ratings,Mathematics,N/A
Geoffrey Adelsberg,3.5,2 ratings,Philosophy,N/A
Donika  Ross,4.8,2 ratings,Women's Studies,N/A
Amber Carlson,4.8,3 ratings,Philosophy,N/A
Meagan Patrick,3.0,1 ratings,Geology,N/A
Marcel Bischoff,4.0,1 ratings,Mathematics,100%
Andrew Hom,3.0,1 ratings,Political Science,N/A
Jessica Riviere,4.8,2 ratings,Languages,N/A
Stacey Floyd-Thomas,0.0,0 ratings,Religion,N/A
Claudia Rei,3.0,1 ratings,Economics,N/A
J.Tyson Chatagnier,4.0,2 ratings,Political Science,N/A
Kun Wang,3.8,20 ratings,Mathematics,64%
Sam Corson,4.0,3 ratings,Mathematics,N/A
Sahana Balasubramanya,3.9,7 ratings,Mathematics,86%
Amy Kauppila,4.0,49 ratings,Engineering,80%
Katherine Lazo,1.5,1 ratings,History,N/A
John Wilson,4.1,5 ratings,Engineering,75%
Azizeh (Amy) Yousefi,4.3,2 ratings,Engineering,N/A
Caryn Tamber-Rosenau,4.0,11 ratings,Religion,86%
Shannon Fyfe,5.0,3 ratings,Philosophy,100%
Rachel Gould,2.9,10 ratings,English,25%
Adam Burgos,4.0,1 ratings,Philosophy,N/A
Aurora Romero,4.4,4 ratings,Languages,100%
Jeffrey Shenton,1.7,6 ratings,Anthropology,0%
Amita Rachakonda,3.1,22 ratings,Biology,57%
Destiny Birdsong,4.8,2 ratings,English,100%
Caterina Messina,4.8,4 ratings,Languages,100%
Haerin Shin,5.0,7 ratings,English,100%
Dianna Bell,4.4,4 ratings,Religion,100%
Matt Kelley,0.0,0 ratings,Mechanical Engineering,N/A
Jungmoo Woo,2.0,1 ratings,Political Science,N/A
Melanie Adley,5.0,1 ratings,Women's Studies,100%
Doug Edwards,4.0,11 ratings,Management,72%
Leslie Reed,4.8,2 ratings,International Studies,N/A
Corey Jones,4.0,6 ratings,Mathematics,100%
Anjali Forber-Pratt,1.2,10 ratings,Human Development,13%
Michael Myers,3.7,27 ratings,Engineering,100%
Robert Davis,0.0,0 ratings,Chemistry,N/A
Keegan Finberg,4.5,4 ratings,Literature,100%
Alistair Sponsel,4.1,8 ratings,History,86%
Alexandra Alekseyeva,3.8,6 ratings,Philosophy,80%
Jamie Shenton,4.6,11 ratings,Women's Studies,100%
Anita Disney,4.9,6 ratings,Psychology,100%
Alexandra Sargent,4.3,2 ratings,Theater,100%
Cassio de Oliveira,4.1,7 ratings,Languages,100%
Cara Wilson,4.9,9 ratings,Languages,100%
Max Baumkel,1.3,2 ratings,English,N/A
Amy McKiernan,4.9,3 ratings,Philosophy,100%
Naomi Tyler,3.7,3 ratings,Education,67%
Brent Evans,4.2,3 ratings,Economics,84%
Alyssa Lowery,4.4,10 ratings,Philosophy,100%
Steven Townsend,4.5,56 ratings,Chemistry,100%
Doug Perkins,0.0,0 ratings,Biology,N/A
Virginia Scott,0.0,0 ratings,Select department,N/A
Robert Jimenez,0.0,0 ratings,Education,N/A
Melissa Gresalfi,0.0,0 ratings,Education,N/A
Andrea Henrie,5.0,2 ratings,Education,100%
Michelle Reising,2.0,1 ratings,Psychology,0%
Susan Douglas,4.0,1 ratings,Psychology,100%
Allison Bender,4.0,1 ratings,Psychology,100%
Bryan Rooney,3.7,4 ratings,Political Science,50%
Douglas Edwards,3.7,10 ratings,Management,80%
Jacob Abell,5.0,3 ratings,Languages,100%
Sharece Thrower,3.8,5 ratings,Political Science,80%
Andrew Tomarken,4.9,11 ratings,Psychology,100%
Akshya Saxena,4.6,7 ratings,English,86%
Nathan Dize,5.0,2 ratings,Languages,100%
Katherine Wesolek,4.8,9 ratings,Languages,100%
Faith Barter,4.6,5 ratings,Women's Studies,100%
Brandon Byrd,3.4,11 ratings,History,59%
Katarina Turpeinen,5.0,3 ratings,Religion,67%
Aysu Erdemir,2.5,2 ratings,Psychology,0%
Kelsey Norris,5.0,1 ratings,English,100%
Nicolas Bollen,0.0,0 ratings,Finance,100%
Aubrey Porterfield,0.0,0 ratings,English,N/A
William Petrie,3.5,2 ratings,Psychology,100%
Melissa Skala,0.0,0 ratings,Biomedical,N/A
William Easley,3.2,3 ratings,Finance,50%
Yevgeniy Vorobeychik,5.0,1 ratings,Computer Science,100%
Andrew Fredrickson,0.0,0 ratings,Economics,N/A
Alicia Monroe,3.0,2 ratings,African-American Studies,50%
Jose Sibaja,5.0,1 ratings,Music Performance,100%
Carmela Hill-Burke,5.0,1 ratings,Philosophy,100%
Madeleine Casad,4.5,2 ratings,Film,100%
Bonnie Griffin,4.0,3 ratings,Languages,67%
David Comber,3.0,1 ratings,Mechanical Engineering,100%
Kenneth Galloway,5.0,1 ratings,Engineering,100%
Wisarut Suwanprasert,3.0,6 ratings,Economics,67%
Ronald Pitts,5.0,3 ratings,Biology,100%
Kylie Korsnack,4.5,2 ratings,English,100%
Piyali Bhattacharya,5.0,6 ratings,English,100%
Jason Grissom,3.5,2 ratings,Human Development,50%
Benjamin Tyndall,4.5,2 ratings,Sociology,100%
Abby Broughton,3.5,2 ratings,International Studies,100%
Alan Itkin,4.0,1 ratings,Languages,100%
Caroline Beard,5.0,3 ratings,Languages,100%
Miriam Erickson,3.5,2 ratings,History,50%
Duane Watson,1.0,1 ratings,Psychology,40%
Bryan Venters,0.0,0 ratings,Biomedical,N/A
Bryan Beyer,5.0,1 ratings,Engineering,100%
Sankaran Mahadevan,1.0,1 ratings,Engineering,0%
Karen Blankenship,5.0,1 ratings,Education,100%
Aleksandr Reznikov,0.0,0 ratings,Mathematics,N/A
Ari Bryen,4.8,13 ratings,Classics,85%
Yifat Crouvi,5.0,1 ratings,Jewish Studies,100%
Carrie Jones,4.7,6 ratings,Neuroscience,75%
Abigail Smith,5.0,1 ratings,Chemistry,100%
Pushpita Chatterje,1.0,2 ratings,Computer Science,0%
Jon Powles,3.0,2 ratings,Engineering,50%
Rokeisha Bryant,3.5,2 ratings,Human Development,50%
Pushpita Chatterjee,2.0,1 ratings,Computer Science,0%
Caglar Uyanik,5.0,7 ratings,Mathematics,100%
Tyler McLean,0.0,0 ratings,History,N/A
James Steiger,0.0,0 ratings,History,N/A
Christine Richter-Nilsson,5.0,5 ratings,Languages,100%
Ryszard Wycisk,1.0,3 ratings,Engineering,0%
Carolina Rodriguez,5.0,3 ratings,Languages,100%
Gili Golan,2.9,9 ratings,Mathematics,45%
William Hale,3.3,13 ratings,Sociology,65%
Mario Crucini,1.5,2 ratings,Economics,0%
Mary Zaborskis,5.0,3 ratings,Women's Studies,100%
Gabriel Torres Colon,4.7,3 ratings,American Studies,100%
Miklos Maroti,2.0,2 ratings,Computer Science,0%
Alexandria Hadd,5.0,3 ratings,Psychology,100%
Jack Noble,2.0,2 ratings,Engineering,50%
Bowang Deng,5.0,7 ratings,Computer Science,100%
Christopher Marsicano,5.0,2 ratings,Political Science,100%
Suseela Somarajan,3.5,4 ratings,Physics,100%
Yixiang Wu,3.8,12 ratings,Mathematics,92%
Isaiah Speight,5.0,2 ratings,Chemistry,100%
Torben Lutjen,4.7,7 ratings,Political Science,100%
Mark Haslam,5.0,2 ratings,English,100%
Curtis Byers,5.0,2 ratings,Engineering,100%
Daniel Lebreton,4.9,11 ratings,Human Development,91%
Robert McRae,2.5,15 ratings,Mathematics,47%
Sean Seymore,1.0,1 ratings,Law,0%
B. Andes Hess,0.0,0 ratings,Chemistry,N/A
Hye You,5.0,2 ratings,Political Science,100%
Charlie Geyer,4.7,7 ratings,Languages,86%
Joseph Estes,4.3,3 ratings,Finance,100%
Cheng Chu,4.4,12 ratings,Mathematics,92%
Atlee Tyree,2.1,7 ratings,Human Development,13%
Sarah Cook,0.0,0 ratings,History,N/A
Zeeshan Samad,0.0,0 ratings,Economics,N/A
Okyerema Ahima,0.0,0 ratings,Music Performance,N/A
Zhenkai Zhang,5.0,3 ratings,Computer Science,75%
Robert Marx,3.8,5 ratings,Human Development,60%
Nathan Schley,5.0,6 ratings,Chemistry,86%
Chenyun Luo,4.1,10 ratings,Mathematics,70%
Carlos Batista,3.5,4 ratings,Engineering,50%
Nicole Creanza,4.0,2 ratings,Biology,100%
TJ Cienki,4.5,4 ratings,English,75%
Matthew Haulmark,3.5,11 ratings,Mathematics,73%
